sample,pub_model,consid_status,journal_super_category,journal_category,impact_factor,if_quartile,business_model,model_reported,language,hq_region,challenge_a,challenge_b,challenge_c,challenge_d,challenge_e,challenge_f,benefit_a,benefit_b,benefit_c,benefit_d,benefit_e
analytical,Double/triple blind,NA,Engineering & Technology,Computer Science,1.2,Q2,for-profit,Yes,English only,Europe (other),0,1,0,0,0,1,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",2.7,Q3,non-profit,Yes,English only,UK,0,0,0,1,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Multidisciplinary,Multidisciplinary,0.7,Q1 (lowest),non-profit,Yes,English only,Europe (other),0,0,0,0,0,0,1,0,0,0,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,3.06,Q3,for-profit,Yes,English only,USA,1,1,1,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Psychiatry/Psychology,2,Q2,for-profit,Yes,English only,Europe (other),0,0,1,1,0,1,1,0,1,1,1
analytical,Double/triple blind,NA,Arts & Humanities,"Arts & Humanities, Interdisciplinary",0.41,Q1 (lowest),non-profit,Yes,English only,Asia-Pacific,1,1,1,1,0,1,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,0.9,Q1 (lowest),for-profit,Yes,English only,Europe (other),0,1,0,1,0,0,0,0,0,0,1
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,0.7,Q1 (lowest),non-profit,Yes,English only,Asia-Pacific,0,1,0,0,0,0,1,0,0,0,0
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,0.562,Q1 (lowest),non-profit,Yes,Multilingual/Other,Other,0,1,0,0,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Physical Sciences,Geosciences,1.1,Q2,non-profit,Yes,Multilingual/Other,Europe (other),0,1,0,0,0,1,0,1,0,0,0
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,NA,NA,for-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,for-profit,Yes,NA,NA,0,0,0,0,0,0,1,0,1,1,1
analytical,Double/triple blind,NA,Arts & Humanities,Literature & Language,NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",0.8,Q1 (lowest),non-profit,Yes,Multilingual/Other,Europe (other),0,0,1,0,0,1,1,1,1,1,0
analytical,Double/triple blind,NA,Arts & Humanities,Literature & Language,0.8,Q1 (lowest),for-profit,Yes,English only,UK,0,0,0,0,0,0,1,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",0.8,Q1 (lowest),non-profit,Yes,English only,Asia-Pacific,0,1,0,0,0,0,1,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,13.08,Q4 (highest),non-profit,Yes,Multilingual/Other,USA,0,1,0,0,0,0,1,1,0,1,1
analytical,Double/triple blind,NA,Arts & Humanities,History & Archaeology,0.87,Q1 (lowest),for-profit,Yes,English only,UK,0,1,1,0,0,0,1,1,0,0,1
analytical,Double/triple blind,NA,Multidisciplinary,Multidisciplinary,16.88,Q4 (highest),for-profit,Yes,English only,UK,0,1,1,0,0,0,1,1,0,0,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,8.5,Q4 (highest),for-profit,Yes,English only,Asia-Pacific,1,1,1,1,0,0,1,1,1,0,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,2.1,Q2,for-profit,Yes,English only,USA,0,0,0,1,0,1,1,1,0,0,0
analytical,Double/triple blind,NA,Not indicated,NA,0.54,Q1 (lowest),non-profit,Yes,English only,Asia-Pacific,1,0,0,0,0,1,1,1,1,0,0
analytical,Double/triple blind,NA,Life Sciences,Environment/Ecology,6,Q4 (highest),non-profit,Yes,Multilingual/Other,USA,0,0,1,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",1.3,Q2,non-profit,Yes,English only,Europe (other),0,0,1,0,1,0,1,0,1,1,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Psychiatry/Psychology,1.2,Q2,non-profit,Yes,English only,Asia-Pacific,0,0,1,1,1,0,1,1,1,1,1
analytical,Double/triple blind,NA,Arts & Humanities,History & Archaeology,0.8,Q1 (lowest),for-profit,Yes,English only,UK,1,1,1,0,0,1,1,1,1,1,0
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,1.7,Q2,for-profit,Yes,English only,USA,1,0,1,1,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Life Sciences,Environment/Ecology,0.4,Q1 (lowest),non-profit,Yes,Multilingual/Other,Other,0,0,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Psychiatry/Psychology,NA,NA,for-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,0.9,Q1 (lowest),non-profit,Yes,Multilingual/Other,Europe (other),0,1,0,0,0,0,1,0,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",0.4,Q1 (lowest),for-profit,Yes,Multilingual/Other,Europe (other),0,0,0,0,0,0,1,1,0,1,0
analytical,Double/triple blind,NA,Not indicated,NA,NA,NA,non-profit,Yes,NA,NA,1,1,1,1,0,0,1,1,0,0,1
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,1.5,Q2,non-profit,Yes,English only,Europe (other),0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Arts & Humanities,"Arts & Humanities, Interdisciplinary",1.3,Q2,non-profit,Yes,English only,UK,1,1,1,1,0,1,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",2.84,Q3,for-profit,Yes,English only,USA,0,0,0,1,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",0.5,Q1 (lowest),non-profit,Yes,Multilingual/Other,Other,0,1,0,0,0,1,1,1,1,1,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",1.1,Q2,non-profit,Yes,Multilingual/Other,Other,0,0,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,1.9,Q2,non-profit,Yes,English only,UK,0,1,1,0,0,0,1,1,1,0,1
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,2.7,Q3,non-profit,Yes,English only,Other,0,0,0,0,0,0,1,0,0,0,0
analytical,Double/triple blind,NA,Physical Sciences,Mathematics,NA,NA,for-profit,Yes,NA,NA,1,1,0,0,1,0,0,0,0,0,0
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Psychiatry/Psychology,1.8,Q2,non-profit,Yes,English only,USA,0,0,1,0,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Arts & Humanities,Philosophy & Religion,1.9,Q2,non-profit,Yes,English only,UK,0,1,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",2.3,Q3,for-profit,Yes,English only,UK,0,0,0,0,0,0,1,1,1,0,1
analytical,Double/triple blind,NA,Not indicated,NA,NA,NA,non-profit,Yes,Multilingual/Other,UK,0,0,0,0,1,0,1,0,0,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",1.9,Q2,for-profit,Yes,English only,UK,0,0,1,0,0,0,1,1,1,0,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",1.2,Q2,for-profit,Yes,English only,Europe (other),0,0,1,0,1,1,1,1,1,0,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,1.1,Q2,for-profit,Yes,English only,UK,0,0,0,1,0,0,1,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",1.3,Q2,non-profit,No,English only,UK,1,0,1,1,0,0,0,0,0,0,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,1.6,Q2,non-profit,Yes,English only,Other,1,1,0,1,0,0,1,0,0,1,0
analytical,Double/triple blind,NA,Arts & Humanities,Literature & Language,NA,NA,for-profit,Yes,English only,Europe (other),0,0,0,1,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Psychiatry/Psychology,1.6,Q2,non-profit,Yes,English only,USA,1,0,1,0,0,0,0,0,0,1,0
analytical,Double/triple blind,NA,Multidisciplinary,Multidisciplinary,5.8,Q4 (highest),for-profit,No,English only,Europe (other),0,0,0,0,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,NA,NA,non-profit,Yes,English only,Asia-Pacific,0,0,0,0,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",6.4,Q4 (highest),for-profit,Yes,English only,UK,0,0,0,0,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,non-profit,Yes,English only,NA,0,1,1,0,0,0,1,0,0,0,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,NA,NA,for-profit,Yes,NA,NA,0,1,1,0,0,0,1,0,0,0,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",1.4,Q2,for-profit,Yes,English only,UK,0,0,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,for-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Engineering & Technology,Computer Science,NA,NA,for-profit,Yes,English only,USA,0,0,1,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,1.8,Q2,for-profit,Yes,English only,UK,0,0,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,NA,NA,non-profit,Yes,NA,NA,0,0,1,0,0,0,1,0,0,0,1
analytical,Double/triple blind,NA,Arts & Humanities,"Arts & Humanities, Interdisciplinary",0.9,Q1 (lowest),for-profit,Yes,English only,UK,0,0,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,non-profit,Yes,Multilingual/Other,Europe (other),1,0,0,1,0,0,0,1,0,0,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Engineering & Technology,Materials Science,NA,NA,for-profit,Yes,NA,NA,0,1,0,0,0,0,1,0,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",1.2,Q2,non-profit,Yes,English only,USA,0,0,1,0,0,0,1,1,1,0,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",7.18,Q4 (highest),non-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,2,Q2,non-profit,Yes,English only,USA,0,1,1,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,for-profit,Yes,NA,NA,0,1,1,1,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Physical Sciences,Mathematics,NA,NA,for-profit,No,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",2.9,Q3,for-profit,Yes,English only,Europe (other),0,1,0,1,0,0,1,1,0,0,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,2.9,Q3,non-profit,Yes,English only,UK,0,1,1,0,1,1,1,1,1,1,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Psychiatry/Psychology,3,Q3,non-profit,Yes,English only,USA,0,0,0,0,0,0,1,0,0,0,0
analytical,Double/triple blind,NA,Arts & Humanities,Visual & Performing Arts,6.6,Q4 (highest),for-profit,Yes,English only,UK,0,0,0,1,0,0,0,1,0,0,0
analytical,Double/triple blind,NA,Engineering & Technology,Engineering,1.2,Q2,non-profit,Yes,English only,UK,0,0,1,0,0,1,1,1,1,1,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Psychiatry/Psychology,NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",1.7,Q2,non-profit,Yes,English only,UK,1,0,1,0,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Multidisciplinary,Multidisciplinary,0.7,Q1 (lowest),non-profit,Yes,English only,Europe (other),0,1,0,0,0,0,1,0,0,0,0
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,3.06,Q3,non-profit,Yes,English only,Europe (other),1,1,1,0,0,0,0,1,1,0,1
analytical,Double/triple blind,NA,Life Sciences,Agricultural Sciences,NA,NA,non-profit,Yes,Multilingual/Other,Other,0,0,1,1,1,0,1,1,0,0,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,1.8,Q2,for-profit,Yes,English only,UK,0,0,1,0,1,0,1,1,1,0,1
analytical,Double/triple blind,NA,Engineering & Technology,Computer Science,NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Physical Sciences,Geosciences,0.6,Q1 (lowest),non-profit,Yes,Multilingual/Other,Europe (other),0,1,0,0,0,1,0,1,0,0,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,0.44,Q1 (lowest),non-profit,Yes,English only,Other,0,0,1,1,0,0,1,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,0.6,Q1 (lowest),for-profit,Yes,English only,UK,1,0,0,1,0,0,1,1,0,0,1
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,0.8,Q1 (lowest),non-profit,No,English only,Other,0,1,0,0,0,0,1,0,0,0,0
analytical,Double/triple blind,NA,Engineering & Technology,Computer Science,NA,NA,for-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,0.07,Q1 (lowest),for-profit,Yes,English only,USA,0,0,0,0,0,0,1,0,0,0,1
analytical,Double/triple blind,NA,Multidisciplinary,Multidisciplinary,0.7,Q1 (lowest),non-profit,Yes,English only,Asia-Pacific,0,0,0,1,0,0,1,1,1,0,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,7,Q4 (highest),non-profit,Yes,English only,Europe (other),1,1,1,1,1,0,1,1,1,1,1
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,0.7,Q1 (lowest),non-profit,Yes,English only,Asia-Pacific,0,1,0,0,0,0,1,0,0,0,1
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,2.9,Q3,non-profit,Yes,English only,UK,0,0,0,0,0,0,1,0,0,0,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,0.7,Q1 (lowest),non-profit,Yes,English only,Europe (other),0,0,0,0,0,0,1,1,0,1,0
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,11.2,Q4 (highest),non-profit,Yes,English only,USA,1,1,1,0,1,0,1,1,0,0,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,NA,NA,non-profit,No,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Life Sciences,Biology & Biochemistry,0.17,Q1 (lowest),non-profit,Yes,Multilingual/Other,Other,0,0,1,1,0,1,1,0,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,non-profit,Yes,Multilingual/Other,Europe (other),0,0,1,0,0,0,1,0,1,0,0
analytical,Double/triple blind,NA,Not indicated,NA,NA,NA,for-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,for-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,NA,NA,for-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,13.9,Q4 (highest),non-profit,Yes,English only,USA,0,0,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Physical Sciences,Physics,NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",0.7,Q1 (lowest),non-profit,Yes,English only,Asia-Pacific,1,1,1,0,1,1,1,1,0,0,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",0.38,Q1 (lowest),for-profit,Yes,Multilingual/Other,UK,0,1,1,1,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Not indicated,NA,NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,1,1,0,0,0
analytical,Double/triple blind,NA,Arts & Humanities,"Arts & Humanities, Interdisciplinary",3.1,Q3,for-profit,Yes,English only,UK,1,1,1,1,0,1,1,1,1,1,1
analytical,Double/triple blind,NA,Engineering & Technology,Computer Science,4.5,Q3,for-profit,Yes,English only,USA,0,0,1,0,0,1,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",6.5,Q4 (highest),for-profit,Yes,English only,UK,0,0,0,0,0,0,1,1,1,1,0
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",8,Q4 (highest),non-profit,Yes,English only,USA,0,0,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,8.54,Q4 (highest),for-profit,Yes,English only,UK,0,0,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",7.86,Q4 (highest),for-profit,Yes,English only,UK,0,0,1,0,0,0,1,0,0,0,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",2.46,Q3,for-profit,Yes,English only,UK,0,1,0,0,0,0,0,1,1,1,1
analytical,Double/triple blind,NA,Arts & Humanities,"Arts & Humanities, Interdisciplinary",0.5,Q1 (lowest),non-profit,Yes,English only,UK,0,0,0,0,0,0,1,1,1,0,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",NA,NA,non-profit,Yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0
analytical,Double/triple blind,NA,Arts & Humanities,History & Archaeology,0.963,Q1 (lowest),for-profit,Yes,English only,UK,0,1,0,1,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,Economics & Business,5.7,Q4 (highest),non-profit,Yes,English only,NA,0,0,0,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Clinical Pre-Clinical & Health,Clinical Medicine,NA,NA,non-profit,Yes,English only,USA,0,0,0,0,0,1,1,1,0,0,0
analytical,Double/triple blind,NA,Arts & Humanities,"Arts & Humanities, Interdisciplinary",0.41,Q1 (lowest),non-profit,Yes,English only,USA,0,1,0,1,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Social Sciences,"Social Sciences, General",5.05,Q3,non-profit,Yes,English only,UK,0,1,1,0,0,0,1,1,1,1,1
analytical,Double/triple blind,NA,Arts & Humanities,"Arts & Humanities, Interdisciplinary",0.41,Q1 (lowest),non-profit,Yes,English only,USA,0,0,0,1,0,0,1,1,1,1,0
optional,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
optional,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
optional,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
optional,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
optional,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
optional,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
optional,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
optional,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
optional,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
